Words,AROU,VAL,DOM,CNC,IMAG
net,3.667,4.781,4.686,5.636,5.546
nettle,3.441,3.971,4.061,6.273,6.091
network,4.194,5.677,5.188,3.781,3.233
neural,4.539,5.7,5.367,4.138,3.138
neurotic,4.849,3.061,3.941,2.625,3.03
neutral,4,5.206,4.774,3.394,2.636
neutron,3.333,5.424,4.788,4.688,4.194
new,6.031,7.063,5.71,4.219,4.313
news,4.909,4.75,3.813,3.719,3.758
nice,4.457,7.429,5.571,2.941,3.765
niece,3.281,6.118,5.324,5.667,4.97
night,5.324,5.906,5.375,4.969,6.588
nightfall,5.323,5.781,4.469,4.969,5.5
nightmare,5.735,1.765,3.294,3.147,4.455
nimble,5.156,6.059,5.529,3.152,3.5
nipple,5.758,5.879,5.059,6.559,6.618
noise,5.364,4.229,5.324,4.697,4.242
noisy,5.438,3.314,4.971,3.941,4.143
nonchalant,3.69,4.667,5.5,2,3.357
none,3,4.114,4.4,3.457,3.029
nonsense,4.121,3.394,4.667,2.546,2.606
noon,3.771,5.353,4.886,4.314,3.971
noose,4.031,2.455,3.091,5.943,5.971
norm,3.455,4.912,4.441,3,2.516
nose,3.667,5.033,5.097,6.8,6.828
note,4.065,5.594,5.656,5.355,5.433
notebook,3.625,5.529,5.455,6.647,6.571
notepad,3.235,5.417,5.697,6.794,6.853
notice,4.118,5.265,5.294,3.781,3.382
notion,4.774,5.656,5.567,2.121,2.219
noun,2.903,5.25,4.781,3.909,3.061
nourish,5.618,7.529,5.906,3.364,3.529
nourishment,5.206,7.886,5.559,4.206,4.229
novel,5.375,6.485,5.406,5.606,5.452
novel (book),5.088,6.118,5.343,6.182,6.314
novel (new),5.353,6.242,5.559,3.265,2.758
novice,4.029,4.853,4.486,4.057,3.314
nucleus,3.853,5.471,5.697,5.706,5.235
nude,6.647,5.647,4.941,5.143,6.059
nugget,3.636,5.091,4.939,5.057,5.088
nuisance,4.086,2.686,4.294,2.943,3.314
nun,2.226,5.355,4.3,6.242,6.5
nuptials,4.839,5.433,4.897,4.185,4.464
nurse,5.125,7.375,4.29,6.031,6.594
nursery,3.719,6.429,4.061,5.875,5.765
nurture,4.849,7.177,5.618,3.257,3.636
nut,3.156,5.25,5.129,6.333,6.5
nut (bolt),3,4.794,4.971,6.353,6.242
nut (crazy person),5.794,2.853,4.324,2.697,4.457
nut (food),3.875,5.697,6,6.406,6.758
nutmeg,3.412,5.697,5,6.294,5.765
nutrient,4.941,7.235,4.824,5.171,3.4
nutrition,5.242,6.939,5.853,4.5,4.118
nutritious,4.588,7.457,5.429,4.294,3.588
nuts,4.606,5.2,5.471,6.514,6.571
nuts (bolts),3.429,4.853,5.4,6.429,6.4
nuts (crazy),5.971,3.314,3.886,2.543,4.229
nuts (food),3.818,6.094,5.406,6.667,6.667
nuts (testicles),5.714,4.743,5.686,6.486,6.429
nylon,3.677,5.273,4.906,5.429,4.882
nymph,5.214,5.542,4.769,3.76,4.231
oak,3.788,5.625,5.355,6.559,6.343
oath,4.971,6.25,5.029,3.686,3.543
oats,3.094,5.313,4.818,6.438,6.375
obedience,4.618,5.118,3.452,3.265,4.061
obedient,4.771,6.088,3,3.118,3.941
obese,3.333,2.152,4.375,5.353,6.219
obesity,3.941,1.971,4.235,5.677,6.059
obey,4.971,4,2.412,3.118,3.091
object,3.941,5.059,5.2,5.171,4.429
object (disagree),4.912,3.265,6.206,2.677,3.029
object (thing),3.118,5.057,5.686,6.177,5.265
objective,4.235,5.546,5.735,2.794,2.853
oblige,4.088,5.057,4.088,2.765,2.514
obliging,4.387,6.032,3.968,2.406,2.548
oblivion,5.515,3.5,4.147,2.758,3.147
oblivious,4.188,3.879,3.387,2.9,2.936
obnoxious,4.029,2.4,5.121,2.765,2.971
oboe,3.633,5.9,5.107,6.452,5.936
obscene,5.286,2.571,4.647,3.057,3.882
obscenity,5.939,2.455,4.882,2.867,3.118
obscure,4.938,4.875,4.939,2.281,2.29
observation,4.515,5.735,5.394,3.485,3.529
observe,4,5.794,5.941,3.353,3.235
obsess,4.824,2.853,3.886,2.714,3.343
obsession,5.794,3.212,4.059,3.088,3.824
obsessive,5.171,3.059,3.8,2.941,3.515
obstacle,4.235,3.543,3.765,4.943,4.914
obvious,4.412,5.057,6.029,2.714,2.559
occasion,6.171,6.743,5.441,3.714,4
occasionally,3.303,4.939,4.636,2.242,2.697
occupation,4.057,5.794,5.971,3.943,3.514
occupy,4.114,4.943,5.5,3.441,3.314
occur,3.938,5.242,4.969,3.065,1.969
occurrence,3.303,5.343,4.853,2.971,2.677
ocean,5.636,6.469,3.677,6.571,6.5
octopus,5.258,5.129,4.933,6.793,6.793
odd,3.879,4.139,4.647,2.471,3.118
odour,4,3.273,4.625,4.121,4
offence,5.441,2.546,4.441,3.029,3.606
offend,5.212,2.286,5.273,3.152,3.471
offensive,5.419,1.969,4.875,2.333,2.742
office,3.613,4.485,4.515,6.25,6.484
officer,4,4.727,3.882,5.971,6.086
offshoot,3.793,4.828,4.962,3.5,3.233
oil,3.914,5.086,5.457,6.265,6.294
older,4.563,5.267,5.516,3.323,3.936
olive,4.273,5.394,5.485,6.677,6.697
omission,4.455,3.313,4.412,2.879,2.324
omit,4.4,3.515,4.906,2.594,2.455
onion,3.31,5.242,5.31,6.786,6.636
only,3.6,4.559,4.529,2.829,2.546
onslaught,4.471,2.844,3.71,3.152,3
open,5.8,6.686,6.909,3.6,4.486
opening,5,6.344,5.71,3.697,4.645
opinion,5.706,6.086,7.057,2.588,2.457
opium,5.531,4.226,4.433,5.387,4.129
opportunist,5.484,6.485,6.303,3.5,3.152
opportunity,6.563,7.75,6.903,2.906,3.281
oppose,5.667,3.625,6.645,3.656,3.161
opposition,5.057,3.412,4.677,3.853,3.853
oppress,5.152,1.719,2.765,2.844,3.5
optimal,6.094,7.618,6.303,3.182,3.152
optimism,6.765,8.471,7.382,2.059,2.971
optimist,6.912,8.441,7.455,2.914,3.829
optimistic,7.121,8.182,7.206,2.882,3.364
option,4.286,6.086,5.735,3.152,3.118
oral,5.938,5.629,5.314,4.114,4.2
orange,4.788,5.697,5.594,6.182,6.615
orange (colour),5.735,6.171,5.543,5.714,6.824
orange (fruit),4.412,6.143,5.4,6.657,6.886
orangutan,4.194,5.781,5.697,6.727,6.758
orbit,5.594,5.969,4.29,4.267,4.161
orchard,4.543,6.235,5,6.4,6.235
orchestra,5.809,6.462,5.077,6.075,6.439
ordain,3.6,5.222,5.483,3,3.138
ordeal,4.588,2.6,3.242,3.314,3.429
ordinary,3.719,4.727,4.469,3.531,3.313
organ,4.968,5.484,4.8,6.167,5.774
organ (liver),3.706,5.471,5.324,6.647,6.152
organ (piano),4.794,5.714,5.781,6.314,6.618
organise,5.152,6.424,6.576,3.161,4.25
organised,4.818,7.147,7,3.412,4.257
organism,4.515,5.5,5.059,5.618,4.706
orgasm,7.941,8.2,6.324,5.029,5.265
origin,4.206,5.529,4.971,3.206,2.706
ornament,3.606,5.771,5.667,6.371,6.324
ostrich,3.657,5.273,5.159,6.493,6.486
other,2.742,4.936,4.667,2.844,2.1
otter,4.313,6.059,5.171,6.794,6.657
ounce,3.333,4.939,4.455,5.029,3.688
outbreak,4.364,3.5,4.294,3.813,3.647
outcast,3.875,2.344,2.839,3.531,4.25
outcome,4.324,5.706,5.171,3.714,2.794
outdoors,5.844,6.794,5.794,5.485,6.438
outlook,4.5,5.97,6.375,2.594,3.353
output,3.394,5.382,5.546,3.677,2.677
outrage,5.794,2.371,5.6,3.2,4.657
outside,5.588,6.879,5.333,5.382,6.177
outsider,4.657,3.4,4.114,4.25,4.576
outstanding,6.8,8.469,6.467,2.313,2.938
oval,3.059,5,4.914,5.343,5.886
oven,4.086,5.294,5.457,6.743,6.8
over,3.771,4.829,5,3.514,3.588
over (above),4.152,5.939,6.758,3.939,4.152
over (cricket),2.414,5,5,3.821,3.241
over (finished),3.765,4.324,4.714,3.794,2.914
overcast,3.219,3.212,4.324,4.893,5.688
overdose,4.686,1.943,4.152,4.618,4.5
overt,5.188,5.065,6,2.633,2.424
owl,4.212,5.818,5.485,6.697,6.719
own,4.324,6.212,7.265,3.529,3.546
owner,3.765,5.429,6.969,4.486,4.364
ownership,4.936,6,7.063,3.333,3.129
oxygen,4.941,6.794,5,5.382,3.324
oyster,4.515,5.412,5.333,6.471,6.324
pacifism,4.258,5.936,5.242,2.636,3.406
pacifist,4.531,5.688,5.71,3.438,3.125
pack,3.853,5.029,5.03,5.086,4.971
pack (fill),3.606,5,5.265,4.824,4.364
pack (group),4.143,5.314,4.941,5,4.824
package,4.452,5.903,5.033,6.063,5.833
packet,3.765,5.177,5.257,5.97,5.909
pact,4.75,5.794,4.355,3.576,2.781
padlock,3.938,4.853,4.382,6.75,6.875
page,3.633,5.516,5.375,6.357,6.448
page (call),3.281,4.735,5.515,4.206,3.971
page (paper),3.063,5.5,5.355,6.5,6.242
page (ward),3.04,4.962,4.696,4.917,4.192
pail,2.862,5.179,4.929,6,5.533
pain,5.515,1.941,2.912,3.719,4.424
painful,5.875,1.849,3.818,2.706,4.529
paint,4.618,5.97,5.441,6.394,6.324
paintbrush,4.6,6.314,5.294,6.5,6.629
painter,4.788,5.824,5.424,6.5,6.424
pair,4.719,5.767,5.1,4.367,5.063
palace,5.807,6.212,5.323,6.29,6.033
pale,4.061,3.903,4.063,3.581,4.97
pamphlet,2.882,5.088,4.727,6.546,6.424
pan,2.969,4.943,4.849,6.543,6.382
pan (camera),4.516,5.323,5.719,4.871,5.094
pan (criticise),4.143,2.433,4.2,2.655,2.733
pan (pot),2.788,5.219,5.606,6.576,6.697
pancake,4.853,6.314,5.086,6.706,6.686
panda,4.97,6.294,5.559,6.441,6.743
panic,5.688,2.273,2.571,3.871,3.743
panorama,5.25,5.882,5.235,4.091,4.485
panther,5.8,5.314,5.543,6.765,6.265
paper,3.655,5.645,5.69,6.652,6.5
paperclip,2.606,5.313,4.813,6.697,6.656
parachute,6.118,5.788,5.212,6.441,6.5
parade,6.059,6.8,5.563,5.8,6.177
paradise,7.485,8.375,6.469,3.094,4.875
paradox,4.875,4.483,4.8,2.862,2.25
paragraph,3.147,5.147,5.5,4.912,5.412
paralyse,4.514,1.829,2.382,4.943,4.657
paralysis,4.441,1.882,2.324,5.235,4.706
paranoid,5.618,2.286,2.606,2.6,3.618
parasite,4.486,2.303,3.382,5.6,5.273
parcel,5.429,6,5.353,5.788,6.314
parish,3.323,4.467,3.9,4.75,4.581
park,4.516,6.688,5.3,6,6.207
park (car),2.936,4.903,5.594,5.406,5.613
park (public land),5.057,6.543,5.429,6.5,6.588
parlour,4,5.516,5.032,5.625,4.813
parochial,3.813,3.867,4.063,2.6,3.125
parole,4.438,4.563,3.121,3.727,2.667
parrot,4.303,5.735,5.182,6.647,6.636
parsley,3.219,5.485,5.194,6.594,6.485
part,3.143,5,4.886,4.294,3.471
part (divide),4.125,4.212,4.618,3.567,4.229
part (portion),3.656,4.849,4.697,4.5,4.912
partial,3.206,5.118,4.735,2.529,2.471
particular,3.455,5.314,4.857,3.088,2.029
parts,4.065,5.125,4.969,4.452,3.452
party,7.242,7.059,6.394,5.324,6.235
party (celebration),7.559,8.147,6.543,5.606,6.303
party (group),6.063,6.457,5.324,5.514,5.8
pass,4.714,6.286,5.471,3.771,4.177
pass (move past),4,5.143,5.714,4.086,4.343
pass (permission),3.818,6.242,4.182,3.97,3
pass (route),3.143,5.235,5.514,4.914,4.382
passage,4.586,5.625,5.167,4.871,5.29
passageway,3.5,5.235,5,5.588,5.514
passion,7.576,8.125,6.618,3.194,3.697
passionate,8.177,8.143,7.061,2.515,4.486
passive,3,4.229,3.849,2.4,2.735
pasta,4.212,5.97,5.515,6.75,6.636
paste,2.882,5.121,5.333,5.333,4.5
pastry,4.177,5.971,5.094,6.114,6.485
patch,3.618,4.667,5.188,5.121,5.406
patch (area),2.912,4.909,5.118,5.147,4.943
patch (repair),3.647,6.177,5.647,5.059,5.344
patent,3.441,5.2,5.412,4.147,2.971
path,4.235,5.971,5.727,5.909,6.294
patient,3.971,6.677,5.091,4.086,4.618
patient (medical),4.324,4.333,3.529,5.886,5.5
patient (tolerant),3.941,7.029,4.941,2.743,2.971
patriot,5.323,6.129,6.276,3.818,4.3
patrol,3.677,4.6,4.853,4.758,4.657
patron,3.633,6.125,4.759,4.625,3.31
pause,2.879,4.882,4.529,4.059,3.182
payment,4.594,5.656,4.742,5.125,4.813
payroll,4.235,6.257,4.286,5.647,4.571
pea,3.097,5.226,5.313,6.645,6.483
peace,4.879,8.647,6.059,2.563,4
peaceful,4.382,7.824,6.03,2.875,5
peach,4.265,6.121,5.265,6.735,6.794
peacock,5.059,6.429,5.697,6.677,6.647
peal,3.394,5.147,5.212,4.677,4.324
peanut,3.343,5.147,5.188,6.882,6.727
pear,3.484,5.343,4.886,6.686,6.714
pearl,5.561,6.576,5.609,6.631,6.574
peas,3.364,5.431,4.896,6.625,6.645
pebble,3.219,5.455,5.091,6.606,6.485
pecan,3.143,5.182,5.057,6.086,5.515
peck,4.371,5.382,5.03,4.5,4.714
peculiar,5.059,4.563,4.625,2.594,2.794
peddle,3.412,5.03,5.588,5.088,5.324
peek,4.471,4.972,5.088,3.829,4.618
peel,3.485,4.939,5.281,5.061,5.303
peep,4.765,4.382,5,3.588,4.235
peer,4.667,5.8,5.29,4.441,4.559
peer (colleague),4.719,5.909,5.212,5.636,5.4
peer (look),4.559,5.265,5.114,3.882,4.294
peers,4.548,5.807,4.313,4.419,4.267
peg,2.794,5.059,5.235,6.265,6.177
pelt,4.839,4.121,5.258,5.406,4.5
pelvis,4.824,5.091,5.273,6.5,5.971
pen,2.912,5.364,6.125,6.714,6.853
pen (cage),3.313,4,3.486,5.914,5.765
pen (ink),3.941,5.429,5.571,6.324,6.088
penalty,4.091,3.258,3.933,4.125,4
pence,3.333,5.343,4.829,6.143,6.118
pencil,3.882,5.455,6.364,6.556,6.92
penguin,4.97,6.412,5.219,6.469,6.645
penicillin,4.548,6.936,5.267,6.419,5.094
penis,6.5,6.353,5.771,6.647,6.758
penny,3.5,5.871,4.936,6.633,6.758
pension,3.607,5.788,3.75,4.515,2.936
pensive,3.645,4.839,4.633,3,3.438
penthouse,5.853,6.219,6.114,5.967,6.121
people,5.697,6.333,5.457,6.226,6.364
pepper,4.412,5.382,5.265,6.588,6.677
pepper (black),3.941,5.171,5.471,6.5,6.371
pepper (lightly cover),3.849,5.455,5.438,4.469,5
pepper (vegetable),3.457,5.457,5.229,6.588,6.818
perceive,3.97,5.314,5.971,2.714,2.457
percent,3.265,5.182,5.057,4.086,3.914
perception,5.118,5.714,5.657,2.229,2.471
perform,5.97,6.394,6.594,3.938,3.879
performance,6.229,6.429,6.588,3.229,4.2
performer,6.353,6.853,5.765,5.677,5.657
perfume,5.849,6.821,5.344,5.839,5.448
period,3.849,4.324,4.419,4.455,4.5
periodical,2.719,4.758,4.533,3.941,3.229
periodical (intermittent),3.31,5.161,4.172,2.931,2.531
periodical (newspaper),3.355,5.267,4.733,5.793,5.167
perjury,4.821,2.786,4.035,3.3,2.786
perky,7,7.147,6.281,3.529,4.697
permanent,4.281,4.824,4.531,3.719,3
permission,4.088,5.6,3.2,3.177,2.677
perpetrator,6.226,2.25,3.938,3.807,2.906
persecute,5.455,2.667,4.455,3.97,3.375
persecution,5.294,2.235,3.343,3.314,3.618
persist,4.647,4.853,5.971,2.647,2.471
persistent,5.303,5.794,6.882,2.8,3.571
person,4.743,5.75,5.471,6.371,6.147
personal,5.647,6.086,5.938,2.818,2.714
personality,6.033,6.875,6,2.303,2.194
perspiration,4.118,3.697,3.971,5.485,5.688
pervert,4.781,1.618,4.121,4.212,4.182
pessimist,3.118,2.333,3.706,2.971,3.353
pest,4.219,2.906,4.419,4.625,5.313
pester,4.875,2.688,3.967,2.71,3.281
pet,5.5,6.828,5.467,5.552,6
petal,4.114,6.943,5.171,6.206,6.647
petrol,3.774,4.571,4.667,6.088,5.441
petty,3.969,2.939,3.8,2.645,2.794
phantom,5.294,3.406,4.353,2.636,4.485
pharmacist,3.471,6.294,4.485,6.412,6.086
pharmacy,3.788,5.471,4.912,6.412,6.212
phase,3.618,5.059,4.8,3.091,2.971
pheasant,3.031,4.941,4.735,6.618,6.177
phenomenal,7.4,8.086,6.314,2.057,3
phenomenon,6.886,6.886,5.324,2.171,2.371
philosophy,4.594,5.97,5.455,1.758,2.212
phone,4.563,5.355,5.133,6.704,6.71
photo,5.182,5.967,5.606,5.936,6.212
photographer,5.091,5.533,5.484,5.903,6
phrase,3.059,4.971,5.143,3.441,3.086
physical,6.029,6.171,6.424,4.618,3.588
physician,4.088,5.906,4.469,5.546,5.781
physics,3.788,5.457,4.394,4.735,3.943
pianist,5.114,6.194,6.029,6.229,6.286
piano,5.6,6.419,5.969,6.593,6.893
pick,4,5.531,5.594,3.688,3.807
picket,4.621,4.75,4.933,5.3,4.828
pickle,3.5,4.857,5.182,6.182,6.469
pickle (difficulty),4.188,3.121,3.875,2.97,3.063
pickle (preserve),3.235,5.152,5.156,5.576,4.849
picture,4.879,6.118,5.697,5.912,5.969
pie,5.147,6.2,5.429,6.5,6.647
piece,3.471,5.088,5.147,4.941,4.471
pier,4.552,5.438,5.267,6.355,6.387
pig,4.364,5.387,5.313,6.846,6.7
pigeon,3.219,4.788,5.636,6.571,6.735
pile,3.061,4.576,4.882,4.647,5.118
pill,4.625,4.406,4.031,6.613,6.621
pillow,4.914,6.343,5.543,6.441,6.629
pilot,4.774,6,4.939,6.546,6.531
pimp,4.2,2.879,5.057,5.559,5.5
pimple,3.594,2.813,3.788,6.273,6.088
pin,2.938,4.758,4.909,6.324,6.212
pinch,4.939,3.75,5.281,4.906,5.563
pine,3.242,5.147,5.088,5.706,5.353
pine (long for),5.485,3.818,3.514,2.303,3.485
pine (tree/wood),3.97,5.606,5.647,6.516,6.485
pineapple,4.235,6.088,5.029,6.818,6.882
pink,5.559,6.182,4.686,5.344,6.486
pint,4.788,5.765,5.469,6.303,6.636
pint (beer),4.829,5.743,5.471,6.794,6.906
pint (volume),4.606,5.514,5.147,5.943,5.829
pioneer,5.636,6.853,6.242,4.412,4.853
pipe,3.364,4.743,5.257,6.429,6.4
pipe (tobacco),3.625,4.03,5.121,6.576,6.576
pipe (water),2.6,5.118,4.857,6.529,6.171
pistol,4.794,2.941,5.441,6.343,6.515
piston,5.179,4.71,4.893,5.769,5.444
pitch,4.133,5.129,5.3,4.938,4.063
pitch (field of play),3.849,5.629,5.818,6.063,6.143
pitch (musical),5.528,5.75,5.091,3.829,2.912
pitch (tar),3.379,4.333,4.7,5.3,4.367
pitch (throw),4.485,5.273,6.03,4.882,5.588
pitiful,3.882,2.455,3.844,2.735,3.455
pity,3.515,3.226,3.727,2.323,3.344
pizza,6.188,7.033,5.633,6.72,6.741
plain,2.529,4.412,4.618,4.088,4.114
plan,4.061,6.088,6.235,3.853,4.177
plane,4.771,5.765,4.559,6.543,6.647
plane (aircraft),4.971,5.529,5.206,6.647,6.706
plane (surface),2.879,5.2,4.939,5.486,5.257
plane (wood),2.909,5.273,5.455,6.086,5.455
planet,5.514,6.371,4.324,5.941,6.206
plank,3.194,4.75,4.833,5.97,6.219
plant,3.618,6.515,5.647,6.655,6.781
plant (factory),3.242,4.286,4.618,6.281,6.143
plant (flower),4.324,6.5,4.906,6.242,6.546
plant (position),3.212,5.059,5.794,4.441,3.75
plantation,3.767,4.633,4.367,6.032,5.226
plasma,3.971,5.257,5,5.171,3.515
plaster,3.156,5,5.241,6.452,6.03
plaster (bandage),3.697,4.314,4.265,6.364,6.5
plaster (wall),2.647,5.091,5.2,5.941,6.061
plate,3.065,5.207,5.152,6.484,6.667
platter,3.853,5.5,5,5.971,5.618
play,6.829,7.543,6.765,4.171,4.686
play (game),6.188,6.618,6.273,4.441,5.206
play (stage performance),5.857,6.735,5.629,5.471,6.364
player,4.563,4.657,5.364,4.441,4.677
playful,7.353,7.486,6.743,2.743,4.5
plea,4.912,3.6,3.235,3.8,3.4
plead,4.455,3.091,2.727,3.212,3.636
please,4.829,6.971,4.457,2.943,2.971
pleasure,7.257,8.091,5.97,2.206,3.677
pledge,4.618,5.849,4.706,3.688,2.938
pliers,3.114,4.514,5.606,6.177,6.257
plight,4.613,3.807,4.032,2.7,2.727
plot,4.727,4.25,4.879,3.576,3.29
plot (conspiracy),6.647,2.912,3.969,3.324,3.5
plot (graph),3.059,5.294,5.656,5,5.706
plot (land),3.294,5.091,5.242,6.091,5.867
plot (story),4.882,5.727,5.286,3.941,3.382
plough,4.433,5.061,5.548,5.719,5.742
ploy,4.529,3.758,5.061,2.971,2.516
plug,2.857,5,4.914,6.343,6.2
plug (blockage),2.588,3.879,4.206,5.618,5.912
plug (electric),2.765,5.324,5.667,6.457,6.618
plum,3.5,5.606,4.882,6.543,6.324
plumber,3.344,5.424,5.121,5.931,5.931
plump,4.121,4.559,4.849,4.235,5.371
plural,3.677,5.226,4.931,3.485,2.677
poach,4.188,3.469,4.9,3.438,3.25
poach (cook),3.457,5.343,5.333,5.333,5.182
poach (hunt),4.656,2.829,5.438,4.853,4.727
pocket,2.882,5.219,5.235,6.206,6.118
poet,4.688,6.563,5.677,5.387,5.121
poetry,4.457,6.771,5.229,4.147,5
point,4.094,4.857,5.441,4.903,4.629
point (argument),5.485,4.455,6.5,2.758,3.094
point (finger),4.849,3.941,5.971,5.206,5.912
point (location),4.559,5.364,4.941,5.235,4.114
poison,4.697,1.971,4.546,5.765,5.324
poisoned,5.314,1.943,3.2,5.03,4.849
poke,4.938,4.571,5.343,5.029,5.4
poker,4.882,4.514,5.147,5.912,6.029
poker (cards),5.314,4.886,5.4,5.857,6.543
poker (rod),4.625,3.938,5.031,6.156,6.161
polar,4.353,4.818,5.171,4.364,4.088
pole,4,5.091,5.424,6.429,6.143
police,5.375,4.516,3.719,6.194,6.387
policeman,4.5,5.265,4.794,6.618,6.735
polish,3.857,5.833,5.5,5.114,5.472
polite,5.29,7.469,5.156,2.677,3.258
politician,4.03,4.29,4.849,5.939,5.75
poll,3.394,5.129,4.849,4.515,4.438
pollute,4.387,1.968,3.844,4.219,4.5
pollution,4.824,1.727,3.382,4.516,4.794
polyester,3.086,4.714,4.818,5.546,4.563
ponce,3.963,3.357,4.667,3.039,3.931
pond,3.971,5.486,5.235,6.382,6.394
pony,4.313,6.265,5.529,6.677,6.788
poodle,4.343,6.121,5.171,6.657,6.6
pool,4.941,6.324,5.206,6.294,6.294
pool (billiards),4.25,5.714,5.546,6.294,6.265
pool (shared),3.353,5.394,4.677,4.121,4.088
pool (water),5.629,6.114,5.118,6.091,6.677
poor,3.258,2.194,3.313,3.129,4.355
pope,3.206,5.029,4.086,6.029,6.171
population,4.063,5.794,4.5,4.882,4.212
pork,3.677,5.147,5.5,6.394,6.061
porpoise,3.821,5.889,5,6.321,5.714
port,3.152,5.114,4.886,5.853,5.177
port (harbour),3.546,5.546,4.969,6.364,5.886
port (wine),5.059,5.971,5.824,6.125,6.088
portal,4.529,5.394,4.941,4,4.177
porter,3.613,5.129,4.719,5.438,4.813
portion,4.059,5.4,4.677,4.543,4.629
portrait,4.324,5.735,5.242,6,6.152
position,4.571,5.294,5.4,4.029,4.061
positive,6.485,8.457,6.324,3.286,3.629
possess,5.286,4.912,5.441,3.571,3.529
possession,5.571,5.457,5.886,4.057,4.229
possessive,4.909,2.667,4.909,2.909,3.061
post,3.857,5.257,5,5.686,5.6
post (mail),3.824,5.758,4.906,6.147,6.265
post (pole),3.794,5.029,5.452,6.097,6.219
post (position),3.912,5.441,5.774,4.412,3.057
poster,3.771,5.306,4.971,6.235,6.229
postman,3.344,5.781,5.091,6.697,6.485
posture,4.03,6.156,6.177,5,4.969
pot,3.286,5.143,5.303,6.294,6.182
pot (drugs),5,4,4.531,5.688,5.938
pot (pan),2.429,5.212,5.429,6.514,6.371
potato,2.882,5.559,5.353,6.794,6.677
potent,5.5,5.353,6.333,3.515,3.121
pottery,3.379,5.364,5.31,6.035,5.968
poultry,3.382,5.118,4.941,6.029,5.824
pound,4.686,5.765,5.333,5.829,6.303
pound (dogs),4.03,4.219,4.029,6.177,5.606
pound (hammer),5.257,4.286,6.343,4.677,5.5
pound (money),4.576,6.375,4.906,6.484,6.5
pound (weight),3.353,4.882,5.514,4.824,4.114
poverty,4.594,1.771,3.156,4.281,4.849
power,5.882,5.781,7.242,2.879,3.818
powerful,7.031,6.625,7.938,3.719,4.849
powerless,4.059,2.2,1.941,2.971,3.265
practical,4.781,6.471,6.758,3.849,2.788
practice,4.844,6.212,6.529,3.531,3.914
prairie,4.1,5.767,4.931,6,5.323
praise,6.029,8.057,6,3.143,4.114
pram,3.719,5.735,5.121,6.677,6.706
prawn,3.371,4.886,4.686,6.515,6.636
pray,4.118,5.571,4.152,3.429,5.171
prayer,3.029,5.314,4.343,3.686,4.824
precise,4.9,6.667,6.5,3.267,2.71
predicament,4.912,3.229,3.324,3,2.794
preface,2.5,5.333,4.818,3.364,3.125
prefix,3,5,4.686,3.314,3.114
premium,4.912,6.97,5.818,3.171,2.886
present,5.235,6.788,5.576,4.839,5.194
present (gift),6.636,7.686,5.667,6.118,6.343
present (show),5.206,6.4,6.382,3.912,4.515
president,4.97,5.727,5.469,6.364,6.406
pressure,5.029,2.969,3.706,3.273,3.324
prestige,6.059,7.029,6.219,3.143,3.441
pretty,6.625,7.636,6.091,3.606,5.656
pretzel,4.029,5.5,5.371,6.412,6.629
prevent,3.818,4,5.147,3.294,2.546
preview,4.088,5.657,5.343,4.057,3.2
prick,5.265,2.939,5,4.912,4.912
prick (dick),5.121,3.088,4.879,4.571,5.206
prick (stab),4.697,3.242,4.543,4.8,4.647
pride,5.857,5.943,6.794,2.8,3.412
pride (feeling),6.125,7.063,7.097,2.344,2.871
pride (lions),5.829,6.294,5.273,6.147,6.559
primal,6.103,4.625,5.656,2.531,2.688
primary,3.581,6.032,4.818,3.818,3.879
prince,5.567,6.161,5.063,6.035,5.929
princess,5.971,7.265,5.029,5.677,6.344
print,4,5.281,5.25,4.968,4.938
prior,2.781,4.97,4.807,3.156,2.5
prison,5.063,1.906,2.344,6.2,6
prisoner,5.588,2.647,2.606,5.161,5.849
privacy,4.714,6.441,5.677,3.257,3.882
private,4.968,5.394,5.543,3.424,3.829
prize,6.936,7.438,6.567,4.7,5
probe,4.438,4,5.484,4.344,4.424
process,3.471,5.394,5,3,2.618
process (modify),3.571,5.629,5.471,3.088,2.529
process (procedure),3.088,4.941,5.618,3.515,3.265
process (understand),3.97,6.029,6.088,2.939,2.594
procession,3.844,5.618,4.853,4.471,4
product,3.829,5.059,4.771,5.2,4.735
production,4.971,6.286,5.943,4.029,3.229
profession,5.03,6.667,6.333,4.125,4.121
professional,6,7.257,7,3.886,3.971
professor,4.97,6.265,5.353,6.171,6.343
profile,4.147,5.242,5.303,4.581,3.677
profit,6.031,7.114,6.029,4.324,4.257
profound,5.333,6.371,5.735,2.121,2.265
programme,4.063,5.667,4.781,4.469,4.406
progress,5.559,7,6.531,3,3.364
progression,5.667,7.559,6.281,3.059,3.182
project,4.594,5.469,5.281,4.242,4.156
project (enterprise),5.114,6.303,6.206,4.121,3.706
project (protrude),4.697,4.879,5.441,4.235,4.212
projector,3.629,5.314,5.629,6.286,6.029
prolong,3.849,4.121,4.235,2.971,2.5
promote,5.516,6.971,6.546,3.059,3.382
promotion,5.588,7.394,6.588,4.114,3.971
prone,4.129,4.273,3.813,2.781,2.667
pronoun,3.324,5.257,4.771,3.794,2.6
proof,4.156,6.424,5.625,4.065,3.133
